,notice_date,reason,company,address,county,phone,business_type,affected,total_employees,layoff_date,dislocation,union,classification
98,5/7/2020,Plant Layoff,"quantPORT Division of Jeffries Investment Advisers, LLC","520 Madison Avenue New York, NY 10222",New York County,(212) 336-7412,Investment advisors,82,,Separations,Restructuring,The employees are not represented by a union.,Plant Layoff
99,5/7/2020,Plant Closing,"Uber Technologies, Inc. (JUMP venture aka Social Bicycles, LLC)","JUMP 55 Prospect Street Brooklyn, NY 11201",New York County,(650) 248-5966,On-demand electric bikes & scooters,37,37,6/8/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union.,Plant Closing
100,5/6/2020,Temporary Plant Closing,"MGM Yonkers, Inc. dba Empire City Casino","810 Yonkers Avenue Yonkers, NY 10704",Yonkers County,(914) 457-2582,Casino,890,890,During,Unforeseeable business circumstances prompted by COVID-19,"International Union of Operating Engineers Local 30; Local 445M/Local 445P Teamsters Local 445 International Brotherhood of Teamsters (Maintenance) & Teamsters Local 445 International Brotherhood of Teamsters (Parking); Empire State Regional Council of Carpenters, United Brotherhood of Carpenters & Joiners of America; District Council No. 9, International Union of Painters C; Plumbers and Steamfitters Local 21; Local 1105, Communications Workers of America, AFL-CIO; Local 60, Laborers’ International Union of North America; Local 1430, I.B.E.W.; Local 235, Laborers International Union of N.A.; and Local 137, International Union of Operating Engineers",Temporary Plant Closing
101,5/6/2020,Plant Layoff,Airbnb (2 New York City Sites),"222 Broadway, 26th Floor New York, NY 10038",New York County,(312) 608-9814,"Online marketplace for arranging or offering lodging, primarily homestays, or tourism experiences.",52,,8/4/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union.,Plant Layoff
102,5/7/2020,Temporary Plant Closing,Crowne Plaza Times Square Hotel,"1605 Broadway New York, NY 10019",New York County,(212) 315-6100,Hotel,396,396,The,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO, affiliated with UNITE HERE",Temporary Plant Closing
103,3/17/2020,Plant Closing,"Hakkasan Holdings, LLC, d/b/a Hakkasan Group","311 W 43rd Street New York, NY 10036",New Yok County,(702) 212-8804 Ext,Restaurant,95,95,3/13/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union.,Plant Closing
104,2/13/2020,Plant Closing,"Rochester Drug Co-Operative, Inc.","50 Jet View Drive Rochester, NY 14624",Monroe County,(800) 333-0538 Ext,Drug distribution company,98,98,Separations,Economic,The employees are not represented by a union.,Plant Closing
105,3/25/2020,Temporary Plant Layoff,Kravet Inc.,"225 Central Ave South Bethpage, NY 11714",Nassau County,(516) 293-2000 Ext,Home Furnishing,83,,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
106,3/30/2020,Temporary Plant Closing,Jane LLC dba Jane,"100 West Houston Street New York, NY 10012",New York County,(973) 214-7883,Restaurant,53,53,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union.,Temporary Plant Closing
107,3/30/2020,Temporary Plant Closing,New Docks LLC,"633 Third Ave. New York, NY 10017",New York County,(973) 214-7883,Restaurant,81,81,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union.,Temporary Plant Closing
108,3/24/2020,Temporary Plant Closing,Greenwich Hotel Restaurant LLC,"377 Greenwich St. New York, NY 10013",New York County,(646) 442-7856,Restaurant,166,166,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union.,Temporary Plant Closing
109,3/25/2020,Temporary Plant Layoff,Kravet Inc.,"22 West 21st Street New York, NY 10010",New York County,(516) 293-2000 Ext,Home Furnishings,40,41,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union.,Temporary Plant Layoff
110,3/25/2020,Temporary Plant Layoff,Kravet Inc.,"979 Third Avenue New York, NY 10022",New York County,(516) 293-2000 Ext,Home Furnishings,24,,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union.,Temporary Plant Layoff
111,3/30/2020,Temporary Plant Closing,RSWB Corp dba Sarabeths,"1295 Madison Ave. New York, NY 10128",New York County,(973) 214-7883,Restaurant,50,50,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union.,Temporary Plant Closing
112,3/30/2020,Temporary Plant Closing,Sarabeths Tribeca LLC dba Sarabeths,"100 West Houston Street New York, NY 10013",New York County,(973) 214-7883,Restaurant,54,54,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union.,Temporary Plant Closing
113,3/30/2020,Temporary Plant Closing,Sarabeths PAS LLC dba Sarabeths,"381 Park Ave. South New York, NY 10016",New York County,(973) 214-7883,Restaurant,77,77,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union.,Temporary Plant Closing
114,3/30/2020,Temporary Plant Closing,Sarabeths CPS LLC dba Sarabeths,"40 Central Park South New York, NY 10019",New York County,(973) 214-7883,Restaurant,102,102,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union.,Temporary Plant Closing
115,4/9/2020,Temporary Plant Layoff,"Cast & Crew Payroll, LLC","7 Penn Plaza, Suite 601 New York, NY 10001",New York County,(818) 848-6022,Payroll & HR Services,65,,4/10/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
116,4/8/2020,Plant Layoff,Michael Page International Inc.,"622 Third Avenue, 29th Floor New York, NY 10017",New York County,(203) 905-5216,Employment Agency,97,,4/8/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Plant Layoff
117,2/5/2020,Plant Layoff,"Jamestown Metal Products LLC, a division of Institutional Casework","178 Blackstone Avenue Jamestown, NY 14701",Chautauqua County,(731) 642-4251 Ext,"Provide complete source for lab systems and sustainable, adaptable casework of painted steel, wood or stainless steel complete with specified fixtures, fume hoods and work surfaces.",37,77,Separations,Economic,International Association of Machinists and Aerospace Workers Local District Lodge 65,Plant Layoff
118,4/8/2020,Temporary Plant Closing,Westbury Manor Enterprises Inc.,"1100 Jericho Turnpike Westbury, NY 11590",Nassau County,(516) 333-7117,Restaurant,123,123,3/22/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
119,3/11/2020,Plant Closing,"Altman Lighting, Inc.","57 Alexander Street Yonkers, NY 10701",Westchester County,(303) 558-4300 Ext,"Theatrical, architectural, film and video lighting",46,46,45,Relocation to Colorado,The employees are not represented by a union.,Plant Closing
120,5/4/2020,Temporary Plant Closing,"Hartz Hotel Services, Inc. (manager of The Roxy Hotel-Tribeca)","2 Avenue of the Americas New York, NY 10013",New York County,(201) 272-5800,Hotel,79,79,5/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union.,Temporary Plant Closing
121,5/5/2020,Plant Closing,RR Donnelley (TuckerPrinters facility),"270 Middle Rd. Henrietta, NY 14467",Monroe County,(716) 564-6469,Commercial Printing,33,33,5/5/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union.,Plant Closing
122,4/28/2020,Plant Layoff,TripAdvisor LLC,"17 Battery Place New York, NY 10004",New York County,(781) 800-5341,American online travel company,36,36,5/5/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union.,Plant Layoff
123,4/15/2020,Temporary Plant Layoff,"PBM, LLC (Perfect Building Maintenance)","405 Lexington Avenue, 40th Floor New York, NY 10174",New York County,(212) 244-3434,Building maintenance and cleaning services,349,,3/9/2020,Unforeseeable business circumstances prompted by COVID-19,Local 32BJ SEIU,Temporary Plant Layoff
124,3/27/2020,Temporary Plant Layoff,Production Glue LLC,"252 W. 37th Street, Floor 7 New York, NY 10018",New York County,(917) 304-3124,Event Company,49,,3/27/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
125,4/27/2020,Temporary Plant Closing,Hoffman Car Wash,Multiple Capital Region locations,Albany/Warren/Saratoga County,(518) 389-2123,Car cleaning services,352,352,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union.,Temporary Plant Closing
126,4/27/2020,Temporary Plant Closing,Hoffman Car Wash,"1091 Ulster Ave. Kingston, NY 12401",Ulster County,(518) 389-2123,Car cleaning services,36,36,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union.,Temporary Plant Closing
127,3/27/2020,Temporary Plant Layoff,"William Gottlieb Management Co., LLC","177 Christopher Street New York, NY 10014",New York County,(212) 989-3100,Realty Management,40,,3/27/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union.,Temporary Plant Layoff
128,4/27/2020,Temporary Plant Closing,Hoffman Car Wash,"2524 Vestal Parkway Vestal, NY 13850",Broome County,(518) 389-2123,Car cleaning services,14,14,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union.,Temporary Plant Closing
129,4/27/2020,Temporary Plant Closing,Hoffman Car Wash,"Amsterdam CarWash - 4858 State Highway 30 Amsterdam, NY 12010",Montgomery County,(518) 389-2123,Car cleaning services,5,5,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union.,Temporary Plant Closing
130,5/1/2020,Plant Closing,"Aqua Grill, Inc.","210 Spring Street New York, NY 10012",New York County,(212) 274-0505,Seafood Restaurant,65,65,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union.,Plant Closing
131,3/20/2020,Temporary Plant Layoff,Go Rentals,"184 Airport Rd White Plains, NY 10604",Westchester County,(949) 222-1900 Ext,"All Luxury SUV, Cars, Vans Rentals",4,,Separations,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union.,Temporary Plant Layoff
132,4/29/2020,Plant Layoff,Enterprise Holdings,"Building 69 Federal Circle Jamaica, NY 11430",Queens County,(929) 372-7900,Car rentals,174,174,The,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union.,Plant Layoff
133,4/30/2020,Plant Layoff,"Crosstex International, Inc. (Cantel) Phase 6","10 Ranick Road Hauppauge, NY 11788",Suffolk County,(847) 257-4740,Dental equipment distribution and manufacturing,1,77,Separation,"Restructuring which will involve the relocation of certain operations from Crosstex’s Long Island location to Rush, NY.",The employees are not represented by a union.,Plant Layoff
134,5/5/2020,Plang Closing,"Marriott Hotel Services, Inc. dba New York Marriott East Side","525 Lexington Avenue New York, NY 10017",New York County,(908) 482-1075,Hotel,316,316,Separations,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Plant Closing
135,5/7/2020,Plant Layoff,"Uber Technologies, Inc.","31-00 47th Avenue Long Island City, NY 11101",Queens County,(630) 715-1006,On-demand car service,26,,6/5/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union.,Plant Layoff
136,5/4/2020,Temporary Plant Layoff,"NRG Energy, Inc. (Green Mountain Energy NYC Office-Sales Agents)","16 Madison Square Park West, 12th Floor New York, NY 10010",New York County,(713) 537-2187,Renewable Energy Provider,71,,Beginning,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union.,Temporary Plant Layoff
137,5/4/2020,Temporary Plant Closing,"CPS5, LLC (CPS Events at the Plaza)","770 5th Avenue New York, NY 10019",New York County,(646) 265-6952,Event Planners/Caterers,125,125,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO, affiliated with UNITE HERE",Temporary Plant Closing
138,4/30/2020,Temporary Plant Closing,"JAD Transportation, Inc. Twin America, LLC, R. W. Express, & Sightseeing Pass","1430 Broadway, Suite 507 New York, NY 10018",New York County,(212) 235-5850,Transporation Services,550,550,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,"United Service Workers Union, Local 1212, the Stationary Engineers, Firemen, Maintenance and Building Service Employees Union, RWDSU/UFCW, Local 670, and Local Union No. 966, affiliated with the International Brotherhood of Teamsters",Temporary Plant Closing
139,5/4/2020,Temporary Plant Closing,"Hartz Hotel Services, Inc. (manager of the Soho Grand Hotel)","310 W. Broadway New York, NY 10013",New York County,(201) 272-5800,Hotel,109,109,5/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union.,Temporary Plant Closing
140,1/24/2020,Possible Plant Layoff,Fairway Group Holdings Corp.,"Harlem 2328 12th Avenue New York, NY 10027",New York County,(646) 616-8090,Grocery Store,165,2479,Layoffs,Economic,"UFCW, Local 1500; UFCW, Local 1262; UFCW, Local 371",Possible Plant Layoff
141,4/17/2020,Temporary Plant Layoff,"Eat'n Park Hospitality Group, Inc. (Parkhurst Dining Services)",(Multiple Region sites),Chemung County,(412) 461-2000 Ext,Restaurant,180,180,Separations,Unforeseeable business circumstances prompted by COVID-19,"CSEA, Local 1000",Temporary Plant Layoff
142,5/1/2020,Plant Layoff,"Collins Building Services, Inc.",Multiple New York City and Long Island sites,New York/Kings County,(212) 896-5100,Quality cleaning and maintenance services,435,495,Employee,Unforeseeable business circumstances prompted by COVID-19,Realty Advisory Board and SEIU Local 32BJ,Plant Layoff
